,ï»¿ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
690,,when does a flute produce sound,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,easy,medium,S10_set2_a5,Flute
691,,when becquerel discovered radioactivity whose work did he investigate,wilhelm conrad rãntgen,hard,hard,S10_set4_a9,Henri_Becquerel
692,,which ballet by pyotr tchaikovsky is partially based on an ancient german legend about a princess who was turned into a swan,swan lake,hard,hard,S09_set1_a10,Swan
693,polar_bear,why polar bear is a special species,the world conservation union listed polar bears as a vulnerable species one of three subcategories of threatened status in may 2006 their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced,hard,too hard,S08_set1_a4,
694,,is the national university of san marcos in lima,yes,hard,hard,S09_set3_a4,Lima
695,Singapore,what became one of the most important commercial and military centres of the british empire,singapore,,medium,S08_set2_a2,
696,penguin,what have become flippers useless for flight in the air,penguins wings,,medium,S08_set1_a3,
697,Gerald_Ford,was ford active about vietnamese affairs,no,,,,
698,duck,is foie gras often made from ducks,yes,easy,easy,S08_set1_a10,
699,Gray_Wolf,do wolves leave their pack,they leave their birth pack when they reach sexual maturity,easy,medium,S08_set1_a6,
700,,how many arms does an octopus have,the octopus has four pairs of arms,medium,easy,S10_set1_a10,Octopus
701,Canada,what is the largest country in the world,russia,hard,hard,S08_set2_a8,
702,turtle,are immature sea turtles not cared for by the adults,yes,,medium,S08_set1_a9,
703,,wasnt malay language written using pallava,yes,,easy,S10_set5_a2,Malay_language
704,Ghana,what does the word ghana mean,warrior king,medium,medium,S08_set2_a5,
705,duck,what expression is part of a conceptual framework for testing computer systems,quacks like a duck,hard,hard,S08_set1_a10,
706,,were trumpet players heavily guarded,yes,easy,easy,S10_set2_a3,Trumpet
707,otter,what is one of the challenges of reestablishing a population of eurasian otters in the uk,roadkill deaths,hard,hard,S08_set1_a7,
708,,is berlin the largest city in germany,yes,easy,easy,S10_set3_a1,Berlin
709,Abraham_Lincoln,how long was lincolns legal career,23 years,medium,medium,S08_set3_a4,
710,Singapore,how many people use the bus network daily,more than 278 million people,medium,easy,S08_set2_a2,
711,,during his lifetime did pollock enjoy considerable fame and notoriety,yes,,easy,S10_set6_a9,Jackson_Pollock
712,otter,the collective noun romp is sometimes used for a group of what,otters,,medium,S08_set1_a7,
713,,how long have people been making instruments like violins,since 1555,hard,hard,S09_set2_a2,Violin
714,elephant,what are the elephants ears important for,temperature regulation,hard,medium,S08_set1_a5,
715,Qatar,does qatar rank as the eighth richest country in the world per capita,no,easy,easy,S08_set2_a3,
716,,was the luther bible by martin luther printed,yes,,easy,S09_set5_a2,German_language
717,,where was celsius born,uppsala sweden,medium,medium,S09_set4_a5,Anders_Celsius
718,Indonesia,when did islam become the dominant religion in java and sumatra,the end of the 16th century,medium,medium,S08_set2_a10,
719,,what are young swans known as,cygnets,medium,medium,S09_set1_a10,Swan
720,,was the xylophone associated with the folk music of the united states by the 19th century,no,easy,medium,S10_set2_a8,Xylophone
721,,is the red river delta traditionally poor,not compared to nghe an ha tinh or quang binh,hard,medium,S10_set5_a10,Vietnamese_language
722,,how do eels begin life,eels begin life as flat and transparent larvae called leptocephali,medium,medium,S10_set1_a8,Eel
723,,what is temperature would water have to be to be halfway between its standard boiling and freezing point,50,hard,hard,S09_set4_a5,Anders_Celsius
724,,the spanish crown named pizarro governor of what,hemming,,medium,S09_set3_a4,Lima
725,Liechtenstein,is liechtenstein heavily urbanized,no,,medium,S08_set2_a1,
726,leopard,where is the leopard distributed,southern eurasia and africa from korea to south africa and spain,medium,medium,S08_set1_a2,
727,penguin,what is tobogganing,when penguins slide on their bellies across the snow,medium,hard,S08_set1_a3,
728,,what musical styles is the trumpet used in,ska ska punk classical jazz rock blues pop polka cuban music mariachi and funk,medium,medium,S09_set2_a3,Trumpet
729,,does an ants head contain sensory organs,yes,easy,easy,S10_set1_a1,Ant
730,Calvin_Coolidge,was calvin coolidge born in plymouth windsor county vermont,yes,easy,easy,S08_set3_a9,
731,,where was volta born,como,medium,medium,S10_set4_a10,Alessandro_Volta
732,,how are new words formed in malay,affixation composition and reduplication,hard,hard,S10_set5_a2,Malay_language
733,,are swans and ducks birds of the same family,yes,hard,easy,S09_set1_a10,Swan
734,Calvin_Coolidge,why did coolidge not attend law school,it was too expensive,hard,hard,S08_set3_a9,
735,Gerald_Ford,did ford get an award called congressmans congressman,no,easy,medium,S08_set3_a10,
736,kangaroo,what is responsible for converting the hydrogen byproduct of fermentation into acetate,the digestive system of a kangaroo,hard,too hard,S08_set1_a1,
737,,have adverbs of time to appear in the third place in the sentence  just after the predicate,yes,,easy,S09_set5_a2,German_language
738,penguin,is it true that each penguin gets a turn in the center,yes,,easy,S08_set1_a3,
739,Singapore,when is the first record of s08_settlement in singapore,second century ad,medium,easy,S08_set2_a2,
740,,what are the names of the two zoos in berlin,the two zoos in berlin are the zoologischer garten berlin and the tierpark friedrichsfelde,hard,hard,S10_set3_a1,Berlin
741,,when did lombardy come under napoleons rule,from 1796 to 1815,,easy,S09_set4_a10,Alessandro_Volta
742,penguin,how much time to penguins spend on land,they spend half of their life on land,hard,medium,S08_set1_a3,
743,,where do bees live,in colonies,medium,medium,S09_set1_a8,Bee
744,beetle,what do beetles eat,some are generalists eating both plants and animals other beetles are highly specialised in their diet,hard,hard,S08_set1_a8,
745,,as a celebrator of beauty and especially feminine sensuality has it been said that renoir is the final representative of a tradition which runs directly from rubens to watteau,yes,,easy,S10_set6_a5,Pierre-Auguste_Renoir
746,,when did classical chinese literature begin,classical chinese literature began in the spring and autumn period,medium,medium,S10_set5_a7,Chinese_language
747,,where is the berliner dom located,on the spree island,medium,medium,S10_set3_a1,Berlin
748,,why may english translation of koreans adjectives misleadingly suggest that they are verbs,english does not have an identical grammatical category,hard,hard,S10_set5_a6,Korean_language
749,,who was blaise pascals father,ãtienne pascal,easy,easy,S10_set4_a4,Blaise_Pascal
750,,from what type of cymbals can a expert player obtain an enormous dynamic range,crash cymbals,hard,hard,S09_set2_a6,Cymbal
751,,does the united states have a base near glasgow,yes,hard,hard,S09_set3_a2,Nassau
752,,where is jakarta located,on the northwest coast of java,medium,medium,S10_set3_a5,Jakarta
753,otter,what do river otters eat,river otters eat a variety of fish and shellfish as well as small land mammals and birds,medium,medium,S08_set1_a7,
754,,as a boy did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china,yes,,easy,S10_set6_a5,Pierre-Auguste_Renoir
755,Singapore,what is the primary domestic source of water supply,the primary domestic source of water supply in singapore is rainfall,easy,medium,S08_set2_a2,
756,Indonesia,what is jakarta,indonesias special capital region,,hard,S08_set2_a10,
757,penguin,how many species of penguins are there,penguin biodiversity varies between 17 and 20 living species all in the subfamily spheniscinae,hard,hard,S08_set1_a3,
758,Amedeo_Avogadro,can the title of this famous 1811 paper be roughly translated into english,yes,,easy,S08_set4_a8,
759,Canada,is canadas official language zulu,no,easy,easy,S08_set2_a8,
760,,do male giraffes weigh more than female giraffes,yes,hard,medium,S09_set1_a5,Giraffe
761,Abraham_Lincoln,did abraham lincoln live in the frontier,yes,hard,medium,S08_set3_a4,
762,,did becquerel study science at the école des ponts et chaussées,yes,easy,easy,S10_set4_a9,Henri_Becquerel
763,,does it snow in ottawa,yes,easy,easy,S09_set3_a5,Ottawa
764,,arent drums often used in music therapy,yes drums are often used in music therapy,,easy,S10_set2_a4,Drum
765,,what happened to copenhagen between 1251 and 1255,a bunch of things,medium,too hard,S09_set3_a8,Copenhagen
766,Canada,is it true that it angered many residents of the thirteen colonies,yes,,easy,S08_set2_a8,
767,,are tortoises land based,yes,hard,easy,S09_set1_a4,Turtle
768,,did henri becquerel intentionally discover radioactivity,no,hard,hard,S09_set4_a9,Henri_Becquerel
769,Gerald_Ford,was ford released from the hospital,yes,,easy,S08_set3_a10,
770,Ulysses_S._Grant,was grant elected president as a republican,yes,,easy,S08_set3_a5,
771,,are tigers solitary animals,yes,easy,easy,S09_set1_a3,Tiger
772,,for how many years of james watts life was his mother alive,17 years,hard,hard,S09_set4_a2,James_Watt
773,,how long was kuala lumpur occupied by the japanese,42 months,hard,hard,S10_set3_a3,Kuala_Lumpur
774,,where was isaac newton born,woolsthorpe manor in woolsthorpebycolsterworth,medium,medium,S10_set4_a1,Isaac_Newton
775,Millard_Fillmore,how did the supporters of henry clay feel about fillmore in 1848,angry,hard,hard,S08_set3_a3,
776,,was volta made a count in 1810,yes,easy,easy,S10_set4_a10,Alessandro_Volta
777,,are cougars larger than jaguars,cougars are not larger than jaguars,easy,hard,S10_set1_a2,Cougar
778,,was dizzy gillespie a famous trumpeter in 1998,no,easy,easy,S10_set2_a3,Trumpet
779,,what is the polish word for swan,åabädåº,hard,easy,S09_set1_a10,Swan
780,otter,what is one of the challenges of reestablishing a population of eurasian otters in the uk,roadkill deaths have become one of the significant threats to the success of their reestablishment,hard,hard,S08_set1_a7,
781,,where was henri becquerel born,paris,medium,medium,S09_set4_a9,Henri_Becquerel
782,,was lombardy under napoleons rule in 1800,yes,hard,hard,S09_set4_a10,Alessandro_Volta
783,,do swans feature strongly in mythology,yes,easy,easy,S09_set1_a10,Swan
784,,did faraday marry sarah barnard,yes,easy,easy,S10_set4_a7,Michael_Faraday
785,polar_bear,how heavy was the largest polar bear on record,1002 kg 2200 lb,medium,medium,S08_set1_a4,
786,,who shares credit with isaac newton for developing calculus,gottfried leibniz,medium,medium,S10_set4_a1,Isaac_Newton
787,,wasnt blaise pascal a work of desargues on conic sections,yes it was,,easy,S10_set4_a4,Blaise_Pascal
788,Abraham_Lincoln,did lincoln beat john c breckinridge in the 1860 election,yes,hard,hard,S08_set3_a4,
789,Uruguay,how much of the population is of white european descent,88,medium,easy,S08_set2_a9,
790,,whats the timber of ancient cimbals like disfluent,like that of small handbells or of the notes of the keyed harmonica,medium,hard,S10_set2_a6,Cymbal
791,,when did a standard and common language become available to all swedes,in the 20th century,medium,hard,S10_set5_a9,Swedish_language
792,leopard,how did early naturalists distinguish between leopards and panthers,by the length of their tails,hard,hard,S08_set1_a2,
793,,what is cello an abbreviation of,violoncello,medium,medium,S09_set2_a9,Cello
794,,when was charlesaugustin de coulomb permanently stationed in paris,charlesaugustin de coulomb was permanently stationed in paris in 1781,medium,medium,S09_set4_a6,Charles-Augustin_de_Coulomb
795,Uruguay,does uruguay recognize samesex civil unions,yes,easy,easy,S08_set2_a9,
796,,are the korean names for the language based on the names for korea used in north as well as south korea,yes,,easy,S10_set5_a6,Korean_language
797,Woodrow_Wilson,was wilson a member of the phi kappa psi fraternity,yes,easy,easy,S08_set3_a8,
798,,james watt ranked first among how many people in charles murrays survey of historiometry,229,medium,hard,S09_set4_a2,James_Watt
799,,the number of elementary entities in 1 mole of a substance is known as what,avogadros constant,medium,medium,S10_set4_a8,Amedeo_Avogadro
800,,which is the busiest airport in berlin,tegel international airport is the busiest airport in berlin,hard,hard,S10_set3_a1,Berlin
801,Ulysses_S._Grant,where was grant born,a log cabin in point pleasant clermont county ohio,medium,easy,S08_set3_a5,
